Department,Department Name,Division,Gender,Base Salary,2020 Overtime Pay,2020 Longevity Pay,Grade
FRS,Fire and Rescue Services,Field Relief Personnel,M,135203.00,0.00,4960.04,B3
FRS,Fire and Rescue Services,Station 10,M,94668.00,0.00,6871.75,F4
FRS,Fire and Rescue Services,Station 13,M,77623.00,13895.65,0.00,F3
FRS,Fire and Rescue Services,Second Battalion - Administration,M,93932.00,4910.09,0.00,B1
FRS,Fire and Rescue Services,Station 24,M,94668.00,60.95,6825.05,F4
FRS,Fire and Rescue Services,Fleet Support,M,99852.00,19137.27,6315.84,23
FRS,Fire and Rescue Services,Station 28,M,94668.00,25668.47,0.00,F4
FRS,Fire and Rescue Services,Station 25,M,117435.00,29419.31,4308.71,B2
FRS,Fire and Rescue Services,Station 35,M,77623.00,4911.68,0.00,F3
FRS,Fire and Rescue Services,Station 6,F,91466.00,36776.05,0.00,F4
FRS,Fire and Rescue Services,Operations Division,F,105917.00,28647.50,0.00,B2
FRS,Fire and Rescue Services,First Battalion - Administration,M,90754.00,22147.92,0.00,B1
FRS,Fire and Rescue Services,Station 23,M,69010.00,14023.97,0.00,F2
FRS,Fire and Rescue Services,Station 22,M,74998.00,991.60,0.00,F3
FRS,Fire and Rescue Services,Behavioral Health,F,104680.00,0.00,0.00,24
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,74998.00,8277.99,0.00,F3
FRS,Fire and Rescue Services,Rescue 2,M,91466.00,73438.94,0.00,F4
FRS,Fire and Rescue Services,Station 6,M,104145.00,48633.19,3787.02,B1
FRS,Fire and Rescue Services,Safety,M,117435.00,47474.58,8688.51,B2
FRS,Fire and Rescue Services,Station 16,M,86065.00,0.00,707.52,F3
FRS,Fire and Rescue Services,Station 2,M,117435.00,25969.29,8688.60,B2
FRS,Fire and Rescue Services,Third Battalion - Administration,M,117435.00,7101.26,0.00,B2
FRS,Fire and Rescue Services,Behavioral Health,M,132759.00,0.00,0.00,29
FRS,Fire and Rescue Services,Station 21,M,81966.00,0.00,0.00,F2
FRS,Fire and Rescue Services,Recruiting,M,117435.00,90.74,1287.04,B2
FRS,Fire and Rescue Services,HR Labor Relations,F,109761.00,0.00,0.00,25
FRS,Fire and Rescue Services,Station 8,M,86065.00,19891.16,6366.06,F3
FRS,Fire and Rescue Services,Station 34,M,94668.00,11427.21,7003.71,F4
FRS,Fire and Rescue Services,Station 40,M,91466.00,0.00,0.00,F4
FRS,Fire and Rescue Services,Station 28,M,86065.00,26024.80,0.00,F3
FRS,Fire and Rescue Services,Station 28,M,77623.00,18639.45,0.00,F3
FRS,Fire and Rescue Services,Fourth Battalion - Administration,M,97221.00,36616.52,0.00,B1
FRS,Fire and Rescue Services,Station 12,M,94668.00,56.90,0.00,F4
FRS,Fire and Rescue Services,Station 26,M,94668.00,32798.68,0.00,F4
FRS,Fire and Rescue Services,Station 3,M,97221.00,33494.11,0.00,B1
FRS,Fire and Rescue Services,Station 13,M,94668.00,56659.18,0.00,F4
FRS,Fire and Rescue Services,Station 34,F,81966.00,6236.14,1131.60,F3
FRS,Fire and Rescue Services,Station 19,M,86065.00,23012.71,0.00,F3
FRS,Fire and Rescue Services,Station 23,M,82497.00,17463.97,0.00,F4
FRS,Fire and Rescue Services,Emergency Medical & Integrated Healthcare Services,M,104145.00,15209.91,3786.48,B1
FRS,Fire and Rescue Services,Station 28,M,91466.00,51529.41,0.00,F4
FRS,Fire and Rescue Services,Emergency Medical & Integrated Healthcare Services,M,117435.00,107040.44,8688.51,B2
FRS,Fire and Rescue Services,Fifth Battalion - Administration,M,133700.20,0.00,9891.18,B3
FRS,Fire and Rescue Services,Station 33,M,77623.00,16130.51,0.00,F3
FRS,Fire and Rescue Services,Station 19,M,94668.00,53860.25,6938.87,F4
FRS,Fire and Rescue Services,Field Relief Personnel,M,117435.00,86785.20,8688.60,B2
FRS,Fire and Rescue Services,Station 5,M,94668.00,9221.59,4927.84,F4
FRS,Fire and Rescue Services,Training,M,94668.00,34233.18,7002.72,F4
FRS,Fire and Rescue Services,Station 35,M,94668.00,13852.50,3442.23,F4
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,81966.00,7009.53,2554.54,F2
FRS,Fire and Rescue Services,Station 14,M,76513.00,4140.36,0.00,F2
FRS,Fire and Rescue Services,Station 15,M,117435.00,0.00,0.00,B2
FRS,Fire and Rescue Services,Second Battalion - Administration,M,90754.00,34227.08,0.00,B1
FRS,Fire and Rescue Services,Fleet Support,M,72857.18,24552.71,0.00,17
FRS,Fire and Rescue Services,Fire and Explosive Investigations,M,117435.00,33558.31,3658.71,B2
FRS,Fire and Rescue Services,Station 15,M,82497.00,14677.64,0.00,F4
FRS,Fire and Rescue Services,Training,M,117435.00,48783.17,0.00,B2
FRS,Fire and Rescue Services,Rescue 2,M,77623.00,5657.71,0.00,F3
FRS,Fire and Rescue Services,Fire Chief's Executive Office,M,109761.00,0.00,0.00,25
FRS,Fire and Rescue Services,Fifth Battalion - Administration,M,117435.00,66552.64,0.00,B2
FRS,Fire and Rescue Services,Station 4,M,91466.00,79931.96,0.00,F4
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),F,104145.00,12024.23,0.00,B1
FRS,Fire and Rescue Services,Station 2,M,117435.00,50787.06,4269.15,B2
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,104145.00,29002.12,0.00,B1
FRS,Fire and Rescue Services,Station 28,M,79192.00,7176.42,0.00,F2
FRS,Fire and Rescue Services,Station 22,M,88371.00,9186.81,0.00,F4
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,94668.00,54160.50,3461.12,F4
FRS,Fire and Rescue Services,Station 10,M,80341.00,15243.12,0.00,F3
FRS,Fire and Rescue Services,Station 35,M,83154.00,0.00,0.00,F3
FRS,Fire and Rescue Services,Fifth Battalion - Administration,M,87684.00,44316.14,0.00,B1
FRS,Fire and Rescue Services,Station 1,M,117435.00,5170.36,2213.68,B2
FRS,Fire and Rescue Services,Rescue 2,M,94668.00,77194.23,0.00,F4
FRS,Fire and Rescue Services,Second Battalion - Administration,M,104145.00,1958.21,0.00,B1
FRS,Fire and Rescue Services,Station 14,M,76513.00,3749.76,0.00,F2
FRS,Fire and Rescue Services,Volunteer Services Division,M,150000.00,0.00,0.00,0
FRS,Fire and Rescue Services,Station 23,M,86065.00,41676.10,0.00,F3
FRS,Fire and Rescue Services,Station 23,F,94668.00,341.36,0.00,F4
FRS,Fire and Rescue Services,Station 18,M,86065.00,19715.82,0.00,F3
FRS,Fire and Rescue Services,Station 26,M,117435.00,9724.31,4269.15,B2
FRS,Fire and Rescue Services,Station 14,F,83154.00,27876.25,0.00,F3
FRS,Fire and Rescue Services,Special Operations,M,109626.00,52468.22,0.00,B2
FRS,Fire and Rescue Services,Station 10,M,80341.00,33770.30,0.00,F3
FRS,Fire and Rescue Services,Station 17,M,83154.00,6384.00,0.00,F3
FRS,Fire and Rescue Services,Station 1,M,85384.00,14199.16,0.00,F4
FRS,Fire and Rescue Services,Station 23,M,82497.00,13058.30,0.00,F4
FRS,Fire and Rescue Services,Station 3,M,82497.00,19639.67,0.00,F4
FRS,Fire and Rescue Services,Station 6,M,73927.00,6842.02,0.00,F2
FRS,Fire and Rescue Services,Station 4,M,80341.00,9217.39,0.00,F3
FRS,Fire and Rescue Services,Station 23,M,88371.00,0.00,0.00,F4
FRS,Fire and Rescue Services,Station 40,M,77623.00,16786.29,0.00,F3
FRS,Fire and Rescue Services,Station 7,M,91466.00,99627.17,0.00,F4
FRS,Fire and Rescue Services,Station 11,M,73927.00,236.10,0.00,F2
FRS,Fire and Rescue Services,Station 12,M,88371.00,48579.12,0.00,F4
FRS,Fire and Rescue Services,Station 9,M,86065.00,21310.01,0.00,F3
FRS,Fire and Rescue Services,Third Battalion - Administration,M,93932.00,3117.17,0.00,B1
FRS,Fire and Rescue Services,Training,F,148712.00,0.00,11000.88,B4
FRS,Fire and Rescue Services,Station 21,M,94668.00,5744.08,7003.71,F4
FRS,Fire and Rescue Services,Third Battalion - Administration,M,104145.00,6833.95,3185.07,B1
FRS,Fire and Rescue Services,Fourth Battalion - Administration,F,135203.00,0.00,10002.60,B3
FRS,Fire and Rescue Services,Station 11,M,86065.00,91.38,0.00,F3
FRS,Fire and Rescue Services,Fourth Battalion - Administration,M,100623.00,19649.99,0.00,B1
FRS,Fire and Rescue Services,Station 20,M,86065.00,18081.11,0.00,F3
FRS,Fire and Rescue Services,Station 35,M,71427.00,30676.39,0.00,F2
FRS,Fire and Rescue Services,Station 6,M,94668.00,1365.41,0.00,F4
FRS,Fire and Rescue Services,Station 29,M,83154.00,23409.52,0.00,F3
FRS,Fire and Rescue Services,Station 7,M,74998.00,34582.43,0.00,F3
FRS,Fire and Rescue Services,Station 29,M,117435.00,25013.46,8688.60,B2
FRS,Fire and Rescue Services,Station 32,M,113463.00,44321.08,0.00,B2
FRS,Fire and Rescue Services,Station 10,M,94668.00,10717.72,3442.23,F4
FRS,Fire and Rescue Services,Rescue 2,M,117435.00,84606.91,8768.48,B2
FRS,Fire and Rescue Services,Station 24,M,91466.00,25268.24,0.00,F4
FRS,Fire and Rescue Services,Station 3,M,94668.00,48088.25,0.00,F4
FRS,Fire and Rescue Services,Emergency Medical & Integrated Healthcare Services,F,78902.00,0.00,0.00,18
FRS,Fire and Rescue Services,Station 22,M,63144.00,31845.45,0.00,F3
FRS,Fire and Rescue Services,Station 20,M,65354.00,55036.00,0.00,F3
FRS,Fire and Rescue Services,Station 12,M,52403.00,10786.26,0.00,F2
FRS,Fire and Rescue Services,Station 16,M,70012.00,24133.20,0.00,F3
FRS,Fire and Rescue Services,Station 25,M,56951.00,18206.50,0.00,F3
FRS,Fire and Rescue Services,Fifth Battalion - Administration,M,81853.00,3701.67,0.00,B1
FRS,Fire and Rescue Services,Field Operations Administration,M,77011.00,12513.09,0.00,F4
FRS,Fire and Rescue Services,Station 23,M,71890.00,58286.38,0.00,F4
FRS,Fire and Rescue Services,Station 24,M,70012.00,81.31,0.00,F3
FRS,Fire and Rescue Services,Emergency Medical & Integrated Healthcare Services,F,88957.50,0.00,0.00,M3
FRS,Fire and Rescue Services,Third Battalion - Administration,M,84718.00,20354.55,0.00,B1
FRS,Fire and Rescue Services,Station 17,F,70012.00,33704.36,0.00,F3
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,70012.00,10963.06,0.00,F3
FRS,Fire and Rescue Services,Station 15,M,70012.00,1522.62,0.00,F3
FRS,Fire and Rescue Services,Station 23,M,77011.00,32982.81,0.00,F4
FRS,Fire and Rescue Services,Station 15,M,58946.00,17896.83,0.00,F3
FRS,Fire and Rescue Services,Station 33,M,66677.00,11553.38,0.00,F2
FRS,Fire and Rescue Services,Station 3,M,70012.00,3598.79,0.00,F3
FRS,Fire and Rescue Services,Station 22,M,52403.00,19827.01,0.00,F2
FRS,Fire and Rescue Services,Station 40,M,70012.00,35206.69,0.00,F3
FRS,Fire and Rescue Services,Station 12,M,64421.00,56.12,0.00,F2
FRS,Fire and Rescue Services,Station 2,M,70012.00,55006.75,0.00,F3
FRS,Fire and Rescue Services,Station 31,M,52403.00,8321.96,0.00,F2
FRS,Fire and Rescue Services,Station 8,M,70012.00,14726.17,0.00,F3
FRS,Fire and Rescue Services,Station 18,M,63144.00,37.95,0.00,F3
FRS,Fire and Rescue Services,Station 8,M,62241.00,0.00,0.00,F3
FRS,Fire and Rescue Services,Station 6,M,70012.00,1430.55,0.00,F3
FRS,Fire and Rescue Services,Fleet Operations,M,99852.00,8821.22,0.00,23
FRS,Fire and Rescue Services,Station 3,M,77011.00,3391.37,0.00,F4
FRS,Fire and Rescue Services,Station 13,F,66677.00,77.11,0.00,F2
FRS,Fire and Rescue Services,Station 17,M,70012.00,1514.70,0.00,F3
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,70012.00,14975.98,0.00,F3
FRS,Fire and Rescue Services,Facilities,M,86669.00,859.42,0.00,20
FRS,Fire and Rescue Services,Scheduling,M,77011.00,49299.17,0.00,F4
FRS,Fire and Rescue Services,Station 25,M,70012.00,25185.67,0.00,F3
FRS,Fire and Rescue Services,Station 25,M,70012.00,22236.20,0.00,F3
FRS,Fire and Rescue Services,First Battalion - Administration,M,84718.00,25432.29,0.00,B1
FRS,Fire and Rescue Services,Station 8,M,66677.00,1312.14,0.00,F2
FRS,Fire and Rescue Services,Station 15,M,70012.00,34077.48,0.00,F3
FRS,Fire and Rescue Services,Second Battalion - Administration,M,84718.00,23128.91,0.00,B1
FRS,Fire and Rescue Services,Station 29,M,77011.00,14182.25,0.00,F4
FRS,Fire and Rescue Services,Fourth Battalion - Administration,M,84718.00,21890.83,0.00,B1
FRS,Fire and Rescue Services,Station 40,M,70012.00,22957.24,0.00,F3
FRS,Fire and Rescue Services,Station 23,M,70012.00,15868.75,0.00,F3
FRS,Fire and Rescue Services,Station 31,M,70012.00,32429.32,0.00,F3
FRS,Fire and Rescue Services,Station 24,M,70012.00,6697.86,0.00,F3
FRS,Fire and Rescue Services,Station 17,M,70012.00,0.00,0.00,F3
FRS,Fire and Rescue Services,Station 35,M,64421.00,0.00,0.00,F3
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,77011.00,6842.51,0.00,F4
FRS,Fire and Rescue Services,Station 21,M,70012.00,6494.68,0.00,F3
FRS,Fire and Rescue Services,Station 35,M,70012.00,0.00,0.00,F3
FRS,Fire and Rescue Services,Station 24,M,67643.00,6849.82,0.00,F3
FRS,Fire and Rescue Services,Station 40,F,65354.00,8360.13,0.00,F3
FRS,Fire and Rescue Services,Station 18,M,65354.00,15259.17,0.00,F3
FRS,Fire and Rescue Services,Station 8,M,70012.00,19179.64,0.00,F3
FRS,Fire and Rescue Services,Budgets and Grants,M,56826.40,0.00,0.00,18
FRS,Fire and Rescue Services,Second Battalion - Administration,M,84718.00,45264.48,0.00,B1
FRS,Fire and Rescue Services,Length of Service Awards Program,M,71000.00,12800.84,0.00,21
FRS,Fire and Rescue Services,Station 12,M,52403.00,28917.47,0.00,F2
FRS,Fire and Rescue Services,Station 21,M,70012.00,4221.33,0.00,F3
FRS,Fire and Rescue Services,Station 5,M,77011.00,27.77,0.00,F4
FRS,Fire and Rescue Services,Station 26,M,70012.00,11308.46,0.00,F3
FRS,Fire and Rescue Services,Station 32,M,66677.00,2726.35,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,70012.00,7551.08,0.00,F3
FRS,Fire and Rescue Services,Fifth Battalion - Administration,M,84718.00,18803.46,0.00,B1
FRS,Fire and Rescue Services,Station 15,M,70012.00,15584.53,0.00,F3
FRS,Fire and Rescue Services,Station 31,M,70012.00,18262.12,0.00,F3
FRS,Fire and Rescue Services,Station 28,M,66677.00,3159.02,0.00,F2
FRS,Fire and Rescue Services,Station 33,M,70012.00,17565.33,0.00,F3
FRS,Fire and Rescue Services,Fifth Battalion - Administration,M,84718.00,7586.07,0.00,B1
FRS,Fire and Rescue Services,Field Operations Administration,M,84718.00,14637.53,0.00,B1
FRS,Fire and Rescue Services,Station 19,M,70012.00,8040.44,0.00,F3
FRS,Fire and Rescue Services,Station 23,F,77011.00,14885.91,0.00,F4
FRS,Fire and Rescue Services,Station 29,M,70012.00,2551.30,0.00,F3
FRS,Fire and Rescue Services,Station 1,M,70012.00,1663.09,0.00,F3
FRS,Fire and Rescue Services,Station 32,M,66677.00,858.34,0.00,F2
FRS,Fire and Rescue Services,Fifth Battalion - Administration,M,81853.00,19788.48,0.00,B1
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,70012.00,23768.68,0.00,F3
FRS,Fire and Rescue Services,Station 22,M,70012.00,2987.91,0.00,F3
FRS,Fire and Rescue Services,Station 24,M,70012.00,11354.94,0.00,F3
FRS,Fire and Rescue Services,Station 34,M,67643.00,7443.78,0.00,F3
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,84718.00,32115.01,0.00,B1
FRS,Fire and Rescue Services,Station 35,M,70012.00,37192.41,0.00,F3
FRS,Fire and Rescue Services,Station 15,M,77011.00,36679.74,0.00,F4
FRS,Fire and Rescue Services,Station 17,M,70012.00,0.00,0.00,F3
FRS,Fire and Rescue Services,Station 15,M,70012.00,18197.18,0.00,F3
FRS,Fire and Rescue Services,Station 30,M,70012.00,4160.25,0.00,F3
FRS,Fire and Rescue Services,Station 24,M,70012.00,14886.56,0.00,F3
FRS,Fire and Rescue Services,Station 32,M,77011.00,601.67,0.00,F4
FRS,Fire and Rescue Services,Field Recruits,M,48219.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Station 10,M,70012.00,22340.42,0.00,F3
FRS,Fire and Rescue Services,Property and Supply,M,59660.00,1505.91,0.00,12
FRS,Fire and Rescue Services,Technical Operations,M,81756.30,6603.52,0.00,20
FRS,Fire and Rescue Services,Station 17,M,67643.00,14121.40,0.00,F3
FRS,Fire and Rescue Services,Station 23,M,67643.00,1311.02,0.00,F3
FRS,Fire and Rescue Services,Station 16,M,67643.00,2407.59,0.00,F3
FRS,Fire and Rescue Services,Station 23,M,67643.00,6411.93,0.00,F3
FRS,Fire and Rescue Services,Station 4,M,64421.00,38.72,0.00,F2
FRS,Fire and Rescue Services,Station 12,F,74406.00,28323.02,0.00,F4
FRS,Fire and Rescue Services,Station 16,M,67643.00,16627.22,0.00,F3
FRS,Fire and Rescue Services,Station 13,M,64421.00,583.32,0.00,F2
FRS,Fire and Rescue Services,Station 10,M,67643.00,30534.90,0.00,F3
FRS,Fire and Rescue Services,Station 10,M,67643.00,5315.90,0.00,F3
FRS,Fire and Rescue Services,Station 25,M,67643.00,2141.01,0.00,F3
FRS,Fire and Rescue Services,Station 18,M,67643.00,22613.05,0.00,F3
FRS,Fire and Rescue Services,Station 16,M,65354.00,39.28,0.00,F3
FRS,Fire and Rescue Services,Station 35,M,67643.00,3727.28,0.00,F3
FRS,Fire and Rescue Services,Station 30,M,67643.00,41.96,0.00,F3
FRS,Fire and Rescue Services,Station 30,M,67643.00,42026.51,0.00,F3
FRS,Fire and Rescue Services,Station 8,M,67643.00,25166.33,0.00,F3
FRS,Fire and Rescue Services,Station 8,M,67643.00,16486.02,0.00,F3
FRS,Fire and Rescue Services,Station 8,M,67643.00,30659.51,0.00,F3
FRS,Fire and Rescue Services,Station 11,M,67643.00,12867.73,0.00,F3
FRS,Fire and Rescue Services,Station 30,M,67643.00,0.00,0.00,F3
FRS,Fire and Rescue Services,Station 24,M,64421.00,112.05,0.00,F2
FRS,Fire and Rescue Services,Station 4,M,67643.00,14535.96,0.00,F3
FRS,Fire and Rescue Services,Station 11,M,64421.00,6613.46,0.00,F2
FRS,Fire and Rescue Services,Station 3,F,62241.00,0.00,0.00,F3
FRS,Fire and Rescue Services,Station 11,M,64421.00,21167.10,0.00,F2
FRS,Fire and Rescue Services,Station 7,M,67643.00,19057.75,0.00,F3
FRS,Fire and Rescue Services,Station 20,M,67643.00,1873.94,0.00,F3
FRS,Fire and Rescue Services,Station 26,M,64421.00,5646.43,0.00,F2
FRS,Fire and Rescue Services,Station 15,M,67643.00,9026.14,0.00,F3
FRS,Fire and Rescue Services,Station 23,M,67643.00,975.64,0.00,F3
FRS,Fire and Rescue Services,Station 31,M,67643.00,13464.91,0.00,F3
FRS,Fire and Rescue Services,Station 8,M,67643.00,569.13,0.00,F3
FRS,Fire and Rescue Services,Station 1,M,74406.00,56570.17,0.00,F4
FRS,Fire and Rescue Services,Station 1,M,67643.00,3902.56,0.00,F3
FRS,Fire and Rescue Services,Station 32,F,74406.00,23847.05,0.00,F4
FRS,Fire and Rescue Services,Station 17,M,67643.00,2056.99,0.00,F3
FRS,Fire and Rescue Services,Station 26,M,67643.00,8167.42,0.00,F3
FRS,Fire and Rescue Services,Station 40,M,67643.00,24611.39,0.00,F3
FRS,Fire and Rescue Services,Station 4,F,67643.00,3588.56,0.00,F3
FRS,Fire and Rescue Services,Station 40,M,67643.00,1380.11,0.00,F3
FRS,Fire and Rescue Services,Station 25,M,74406.00,391.15,0.00,F4
FRS,Fire and Rescue Services,Station 19,M,67643.00,13707.62,0.00,F3
FRS,Fire and Rescue Services,Station 10,M,67643.00,38641.82,0.00,F3
FRS,Fire and Rescue Services,Station 29,M,67643.00,1132.72,0.00,F3
FRS,Fire and Rescue Services,Station 31,M,67643.00,22298.90,0.00,F3
FRS,Fire and Rescue Services,Station 8,M,67643.00,18217.84,0.00,F3
FRS,Fire and Rescue Services,Station 34,M,64421.00,38.72,0.00,F2
FRS,Fire and Rescue Services,Station 21,M,64421.00,26332.06,0.00,F2
FRS,Fire and Rescue Services,Station 30,M,67643.00,4688.15,0.00,F3
FRS,Fire and Rescue Services,Station 34,M,67643.00,26278.85,0.00,F3
FRS,Fire and Rescue Services,Station 23,M,67643.00,0.00,0.00,F3
FRS,Fire and Rescue Services,Station 7,M,67643.00,47591.46,0.00,F3
FRS,Fire and Rescue Services,Station 18,M,67643.00,142.29,0.00,F3
FRS,Fire and Rescue Services,Station 8,M,67643.00,2913.17,0.00,F3
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,67643.00,53084.80,0.00,F3
FRS,Fire and Rescue Services,Station 31,M,74406.00,7191.86,0.00,F4
FRS,Fire and Rescue Services,Fleet Operations,M,73744.18,4387.63,0.00,20
FRS,Fire and Rescue Services,Fleet Operations,M,73744.18,1595.48,0.00,20
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Station 8,M,54238.00,4449.24,0.00,F2
FRS,Fire and Rescue Services,Station 3,M,81966.00,1520.17,0.00,F2
FRS,Fire and Rescue Services,Station 29,M,65354.00,15494.52,0.00,F3
FRS,Fire and Rescue Services,Station 15,M,65354.00,21798.32,0.00,F3
FRS,Fire and Rescue Services,Station 8,M,71890.00,5184.56,0.00,F4
FRS,Fire and Rescue Services,Station 16,M,65354.00,20939.99,0.00,F3
FRS,Fire and Rescue Services,Station 23,M,65354.00,0.00,0.00,F3
FRS,Fire and Rescue Services,Station 34,M,65354.00,805.16,0.00,F3
FRS,Fire and Rescue Services,Station 2,M,62241.00,374.06,0.00,F2
FRS,Fire and Rescue Services,Station 12,M,65354.00,17795.02,0.00,F3
FRS,Fire and Rescue Services,Station 12,M,62241.00,0.00,0.00,F2
FRS,Fire and Rescue Services,Station 12,M,62241.00,5592.19,0.00,F2
FRS,Fire and Rescue Services,Station 30,M,65354.00,10489.11,0.00,F3
FRS,Fire and Rescue Services,Station 17,M,65354.00,19700.21,0.00,F3
FRS,Fire and Rescue Services,Station 19,M,65354.00,13049.56,0.00,F3
FRS,Fire and Rescue Services,Station 25,M,65354.00,3947.26,0.00,F3
FRS,Fire and Rescue Services,Station 3,M,65354.00,10229.25,0.00,F3
FRS,Fire and Rescue Services,Station 22,M,65354.00,9053.18,0.00,F3
FRS,Fire and Rescue Services,Station 10,M,62241.00,14539.65,0.00,F2
FRS,Fire and Rescue Services,Station 29,M,62241.00,19198.38,0.00,F2
FRS,Fire and Rescue Services,Station 16,M,65354.00,1492.51,0.00,F3
FRS,Fire and Rescue Services,Station 6,M,65354.00,24229.62,0.00,F3
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,65354.00,24037.55,0.00,F3
FRS,Fire and Rescue Services,Station 2,M,65354.00,9301.63,0.00,F3
FRS,Fire and Rescue Services,Station 13,M,62241.00,65200.72,0.00,F2
FRS,Fire and Rescue Services,Station 26,M,65354.00,608.79,0.00,F3
FRS,Fire and Rescue Services,Station 3,M,71890.00,28891.04,0.00,F4
FRS,Fire and Rescue Services,Station 19,M,65354.00,5164.83,0.00,F3
FRS,Fire and Rescue Services,Station 29,M,65354.00,7135.05,0.00,F3
FRS,Fire and Rescue Services,Station 11,M,62241.00,187.03,0.00,F2
FRS,Fire and Rescue Services,Station 15,M,65354.00,14335.82,0.00,F3
FRS,Fire and Rescue Services,Station 8,M,65354.00,0.00,0.00,F3
FRS,Fire and Rescue Services,Station 23,M,65354.00,5155.01,0.00,F3
FRS,Fire and Rescue Services,Station 15,M,65354.00,2751.37,0.00,F3
FRS,Fire and Rescue Services,Station 1,M,71890.00,16341.99,0.00,F4
FRS,Fire and Rescue Services,Station 18,M,65354.00,7521.42,0.00,F3
FRS,Fire and Rescue Services,Station 33,M,65354.00,12764.78,0.00,F3
FRS,Fire and Rescue Services,Station 29,M,65354.00,6279.28,0.00,F3
FRS,Fire and Rescue Services,Station 10,M,65354.00,0.00,0.00,F3
FRS,Fire and Rescue Services,Fleet Operations,M,73422.70,15620.36,0.00,20
FRS,Fire and Rescue Services,Fleet Operations,M,78166.86,2283.17,0.00,20
FRS,Fire and Rescue Services,Planning and Accreditation,F,114757.77,0.00,0.00,M3
FRS,Fire and Rescue Services,Field Recruits,M,71427.00,166.82,0.00,F2
FRS,Fire and Rescue Services,Station 15,M,71890.00,31893.95,0.00,F4
FRS,Fire and Rescue Services,Station 8,M,65354.00,20005.49,0.00,F3
FRS,Fire and Rescue Services,Station 17,M,65354.00,6287.12,0.00,F3
FRS,Fire and Rescue Services,Station 21,F,62241.00,2000.59,0.00,F2
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,65354.00,9497.87,0.00,F3
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),F,65354.00,55317.58,0.00,F3
FRS,Fire and Rescue Services,Station 3,M,65354.00,1693.49,0.00,F3
FRS,Fire and Rescue Services,Station 32,M,62241.00,52399.33,0.00,F2
FRS,Fire and Rescue Services,Station 8,M,65354.00,1610.33,0.00,F3
FRS,Fire and Rescue Services,Station 31,M,65354.00,14423.12,0.00,F3
FRS,Fire and Rescue Services,Station 8,M,65354.00,2265.80,0.00,F3
FRS,Fire and Rescue Services,Station 23,M,65354.00,942.64,0.00,F3
FRS,Fire and Rescue Services,Field Operations Administration,M,71890.00,7360.49,0.00,F4
FRS,Fire and Rescue Services,Station 29,M,65354.00,2289.73,0.00,F3
FRS,Fire and Rescue Services,Station 31,M,65354.00,2554.91,0.00,F3
FRS,Fire and Rescue Services,Station 8,M,65354.00,9204.44,0.00,F3
FRS,Fire and Rescue Services,Station 15,M,65354.00,15229.25,0.00,F3
FRS,Fire and Rescue Services,Station 17,M,65354.00,7366.91,0.00,F3
FRS,Fire and Rescue Services,Station 16,M,65354.00,3407.21,0.00,F3
FRS,Fire and Rescue Services,Station 12,M,65354.00,37262.87,0.00,F3
FRS,Fire and Rescue Services,Station 25,M,65354.00,25398.29,0.00,F3
FRS,Fire and Rescue Services,Station 22,M,65354.00,28228.20,0.00,F3
FRS,Fire and Rescue Services,Station 7,M,65354.00,5969.54,0.00,F3
FRS,Fire and Rescue Services,Station 25,M,65354.00,9837.65,0.00,F3
FRS,Fire and Rescue Services,Station 29,M,65354.00,11087.29,0.00,F3
FRS,Fire and Rescue Services,Station 21,M,65354.00,3701.36,0.00,F3
FRS,Fire and Rescue Services,Station 8,M,65354.00,10013.79,0.00,F3
FRS,Fire and Rescue Services,Station 18,M,65354.00,11540.66,0.00,F3
FRS,Fire and Rescue Services,Station 8,M,71890.00,63625.96,0.00,F4
FRS,Fire and Rescue Services,Station 26,M,62241.00,16150.04,0.00,F2
FRS,Fire and Rescue Services,Station 31,M,71890.00,25607.79,0.00,F4
FRS,Fire and Rescue Services,Station 19,M,65354.00,20812.53,0.00,F3
FRS,Fire and Rescue Services,Station 25,M,65354.00,507.21,0.00,F3
FRS,Fire and Rescue Services,Station 31,M,65354.00,15204.92,0.00,F3
FRS,Fire and Rescue Services,Station 2,M,65354.00,3613.41,0.00,F3
FRS,Fire and Rescue Services,Station 35,M,65354.00,950.05,0.00,F3
FRS,Fire and Rescue Services,Station 24,M,65354.00,11628.63,0.00,F3
FRS,Fire and Rescue Services,Station 24,M,65354.00,10134.07,0.00,F3
